text	label
2 0 7 7 7 9 1   B 6 9 X . 2   6   X   9   K O A X - S Y S T E M[SEP]Die B-Lautsprecher (früher als „BLUE“ bekannt) waren noch nie so gut wie heute!Nicht nur optisch setzen die neuen B-Lautsprecher mit ihrem einzigartigem HELIX Design Akzente, sondern besonders mit ihren einzigartigen Klangeigenschaften. Zahlreiche Detailverbesserungen und die Verwendung bewährter Komponenten sind Garant für maximale Power und eine lange Lebensdauer. Die aufwendig abgestimmten Frequenzweichen sorgen für eine präzise Aufteilung des Frequenzbandes und einen ausgeglichenen Frequenzgang – Satter, tiefer Bass, sanfte Mitten und detailreiche Höhen. Weiterhin wurde bei der Entwicklung der B-Lautsprecherserie auf einen geringen Installationsaufwand geachtet. Dem Hörerlebnis auf höchstem Niveau steht somit nichts mehr im Wege. [SEP] <header>Die B-Lautsprecher (früher als „BLUE“ bekannt) waren noch nie so gut wie heute!</header><body>Nicht nur optisch setzen die neuen B-Lautsprecher mit ihrem einzigartigem HELIX Design Akzente, sondern besonders mit ihren einzigartigen Klangeigenschaften. </body><body>Zahlreiche Detailverbesserungen und die Verwendung bewährter Komponenten sind Garant für maximale Power und eine lange Lebensdauer. Die aufwendig abgestimmten Frequenzweichen sorgen für eine präzise Aufteilung des Frequenzbandes und einen ausgeglichenen Frequenzgang – Satter, tiefer Bass, sanfte Mitten und detailreiche Höhen. Weiterhin wurde bei der Entwicklung der B-Lautsprecherserie auf einen geringen Installationsaufwand geachtet. Dem Hörerlebnis auf höchstem Niveau steht somit nichts mehr im Wege.</body> [SEP] 	332
1 9 9 9 5 7 1   F O R M   2 I   R E D[SEP]Ultraleichter On-Ear-Kopfhörer mit eindrucksvollem, unverfälschtem Stereoklang. Eine optimierte Version des Form 2, der in der Dauerausstellung des MoMA in New York präsentiert wird. [SEP] Beim Form 2i handelt es sich um einen ultraleichten und stylischen On-Ear-Kopfhörer mit eindrucksvollem, unverfälschtem Stereoklang. Der Form 2i verfügt über ein Mikrofon und eine 3-Tasten-Fernbedienung, die beide in das Kabel integriert sind. Und dank der Kombination aus geringem Gewicht und idealer Ergonomie erhalten Sie ein Audioprodukt, das Sie gerne auch länger aufbehalten werden. Der Form 2i ist eine überarbeitete Version des Form 2, des am längsten auf dem Markt erhältlichen Kopfhörers. Dieser viel gepriesene Kopfhörer gilt als echte Designikone – und zwar nicht zuletzt deshalb, weil er in die Dauerausstellung des MoMA aufgenommen wurde. [SEP] <body>Beim Form 2i handelt es sich um einen ultraleichten und stylischen On-Ear-Kopfhörer mit eindrucksvollem, unverfälschtem Stereoklang. Der Form 2i verfügt über ein Mikrofon und eine 3-Tasten-Fernbedienung, die beide in das Kabel integriert sind. Und dank der Kombination aus geringem Gewicht und idealer Ergonomie erhalten Sie ein Audioprodukt, das Sie gerne auch länger aufbehalten werden. Der Form 2i ist eine überarbeitete Version des Form 2, des am längsten auf dem Markt erhältlichen Kopfhörers. Dieser viel gepriesene Kopfhörer gilt als echte Designikone – und zwar nicht zuletzt deshalb, weil er in die Dauerausstellung des MoMA aufgenommen wurde.</body> [SEP] 	314
1 4 5 8 5 0 0   C R - H   7 0 0   B   S C H W A R Z[SEP]<header>Streamen Sie Ihre Musik von iPhone® und Co</header>Hören Sie CD, Internet-Sender aus aller Welt oder Ihre auf Apple® oder PC gespeicherte Lieblingsmusik – ohne störende Kabel und noch dazu in tadelloser Hifi-Qualität!Denn der neue CR-H700 – erhältlich im stilvollen schwarzen oder silberfarbenen Gehäuse mit gebürsteten Aluminium Front- und Seitenblenden – basiert auf TEACs bewährtem CD-Receiver CR-H500NT und verfügt über einen UKW RDS-Tuner, MW, Internetradio und Phono-Eingang sowie über einen mit erlesenen BurrBrown®-Wandlern bestückten CD-Player und einen Verstärker mit beachtlichen 2 x 40 Watt Ausgangsleistung.Der CR-H700 kann problemlos in ein Heimnetzwerk eingebunden werden. Dank Airplay®-Technologie können auch alle iOS®-Produkte mit dem CR-H700 kabellos Verbindung aufnehmen, und ihre Musikinhalte werden vom Receiver-eigenen Verstärker in echter Hifi-Qualität wiedergegeben. Das traditionelle Anschließen über den USB-Port ist natürlich auch weiterhin möglich – für eine Musikwiedergabe in bester digitaler Qualität – und auch um bei Bedarf den Akku des Apple®-Modells wieder aufladen zu können.Zur Bedienung der Standardfunktionen des CD-Receivers dient die beigepackte Remote, während die Auswahl und Wiedergabe der Apple®-Musikbibliothek über das iPhone®/iPad® direkt gesteuert wird. Mit Ihrem TEAC CR-H700 haben Sie über vTuner Zugriff auf tausende von Radiosendern aus der ganzen Welt, die über Internet ausgestrahlt werden. Ob HipHop aus London, Jazz aus New Orleans, Blues aus Chicago, Samba aus Rio oder Salsa aus Kuba – mit vTuner können Sie nach Ihrer bevorzugten Musikrichtung, nach Land oder Sprache durch die Welt der Internet-Sender browsen und Ihre Lieblingssender zusammenstellen. [SEP] 	252
2 0 0 1 0 6 7   F O R M   2 I   G R E E N[SEP]Ultraleichter On-Ear-Kopfhörer mit eindrucksvollem, unverfälschtem Stereoklang. Eine optimierte Version des Form 2, der in der Dauerausstellung des MoMA in New York präsentiert wird. [SEP] Beim Form 2i handelt es sich um einen ultraleichten und stylischen On-Ear-Kopfhörer mit eindrucksvollem, unverfälschtem Stereoklang. Der Form 2i verfügt über ein Mikrofon und eine 3-Tasten-Fernbedienung, die beide in das Kabel integriert sind. Und dank der Kombination aus geringem Gewicht und idealer Ergonomie erhalten Sie ein Audioprodukt, das Sie gerne auch länger aufbehalten werden. Der Form 2i ist eine überarbeitete Version des Form 2, des am längsten auf dem Markt erhältlichen Kopfhörers. Dieser viel gepriesene Kopfhörer gilt als echte Designikone – und zwar nicht zuletzt deshalb, weil er in die Dauerausstellung des MoMA aufgenommen wurde. [SEP] <body>Beim Form 2i handelt es sich um einen ultraleichten und stylischen On-Ear-Kopfhörer mit eindrucksvollem, unverfälschtem Stereoklang. Der Form 2i verfügt über ein Mikrofon und eine 3-Tasten-Fernbedienung, die beide in das Kabel integriert sind. Und dank der Kombination aus geringem Gewicht und idealer Ergonomie erhalten Sie ein Audioprodukt, das Sie gerne auch länger aufbehalten werden. Der Form 2i ist eine überarbeitete Version des Form 2, des am längsten auf dem Markt erhältlichen Kopfhörers. Dieser viel gepriesene Kopfhörer gilt als echte Designikone – und zwar nicht zuletzt deshalb, weil er in die Dauerausstellung des MoMA aufgenommen wurde.</body> [SEP] 	314
1 5 2 7 0 8 3   4 1 0 6   A R M B A N D   L Y N K   C N C   A L U M I N I U M   S C H W A R Z[SEP]<header>Armband LunaTik LYNK Blackout Aluminium iPod Nano (6G)</header><body>Das LunaTik LYNK CNC Aluminium in Schwarz ist ein Armband und Schutzcase zugleich, der Ihren iPod Nano (6G) in eine intelligente Armbanduhr verwandelt. Das LunaTik LYNK ist aus CNC Aluminium hergestellt. So haben Sie Ihren iPod und Ihre Uhr immer dabei.</body> [SEP] 	336
1 7 6 6 6 3 3   C D   5 2   B I R D S[SEP]	310
1 9 5 4 4 5 0   Y B W N I N S P 0 2 P N W   I N S P I R E   2 0 0   P U R P L E / W H I T E[SEP]	315
1 6 6 5 4 9 7   S C D   3 7 0 0   S W   P O R T A B L E   A U D I O[SEP]	307
1 4 8 8 6 8 3   C Y G C Y 0 1 8 5 C N S E C   S O F T C A S E   S E C O N D S K I N   B L A C K[SEP]	336
1 6 6 5 9 6 8   R C R   4 6 5 0   U S M P B   B L A U[SEP]Stereo Boombox mit CD/MP3, USB, SD/MMC-Slot [SEP] 	307
1 5 2 7 0 8 7   4 1 5 4   A R M B A N D   T I K T O K   W E I S S[SEP]<header>Armband LunaTik Whiteout TikTok Weiß iPod Nano (6G)</header><body>Das LunaTik TikTok in weiß ist ein Armband und Schutzcase zugleich, das Ihren iPod Nano (6G) in eine intelligente Armbanduhr verwandelt. Das TikTok wurde aus hochwertigem SLR-Silikon mit Anti-Staub-Beschichtung hergestellt und sorgt dadurch für einen unbekümmerten Tragekomfort. Der iPod ist schnell einsetz- und abnehmbar - so haben Sie Ihren iPod und Ihre Uhr immer dabei.</body> [SEP] 	342
1 9 8 8 2 9 7   T W   4   E Q   N E W   Y O R K   T A X I[SEP]2.1 MULTIMEDIA TURMLAUTSPRECHER [SEP] 	299
1 8 4 6 8 1 7   S C   1 2 2 4   K[SEP]	252
2 1 6 3 4 0 1   A R T   5 5   B L A C K   -   5 4 4 5 9 W 8 6[SEP]	205
"2 0 1 3 1 9 1   E X E L W A Y   S O U N D B A R   S T G   1 0 0 0   B S W   2 . 1   K A N A L   + S U B W O O F E R[SEP]STG 1000 BSWTechnische Daten:Widerstand 	8 OhmSchalldruck 	90dB + 3dBLautsprecher System 	180W (Vorderseite 80W + 100W Tiefentonlautsprecher)Toneffekt: 	Bass Booster / StummschaltungAnschluss: 	drahtlos: Bluetooth 3.0+EDRkabelgebunden: optisches Kabel, AUX KabelInput 	Optisches Kabel (1) / AUX (1) / Stromanschluss (DC)Output 	AV Klinke(1) zu Tieftonlautsprecher DC 18V 3.0ANetzteil Eingangsspannung 	100 - 240V ~50/60HzNetzteil Ausgangsspannung 	DC 18V 3.0AGröße 	Vorderseite: 1060(W)×50(H)×20(D)mmTieftonlautsprecher: 195(W)×266(H)×265(D)mmFernsteuerung 	inklusiveFarbe 	schwarzBetriebstemperatur 	0 - 40°C [SEP] <body>Die Exelway Soundbar STG 1000 BSW ist eine Bereicherung für jedes Wohnzimmer, ihr schlankes Design passt perfekt zu allen gängigen Flat-TV Geräten. Ob stehend vor dem Gerät oder per mitgeliefertem Befestigungsmaterial an der Wand montiert, die STG 1000 BSW macht überall eine gute Figur, das beweisen auch die durchweg fantastischen Kritiken in einschlägigen Fachmagazinen und Onlineplattformen. Weltweit einzigartig sind die vom Hersteller patentierten Magnetostate, welche nicht nur für klaren Sound sorgen sondern die schlanke Bausweise der Soundbar erst möglich machen. Abgerundet wird dieses Produkt durch einen Korpus aus hochwertigem Aluminium und dem leicht zu bedienenden Touch-Panel, welches mittig in die Soundbar integriert wurde.</body><header></header><body>Nutzen Sie die Bluetooth Funktion und streamen Sie digitale Audioquellen und  Musikinhalte von Ihrem Smartphone, Tablet oder PC. Wenn es um präzise Sprachwiedergabe, durchsichtige Höhen und phantastische Musikalität  z.B. bei Gesang und Klavier , aber auch allen anderen Instrumenten geht, dann ist dieser nur 5 cm hohe und 2 cm tiefe Soundbar  Ihre erste Wahl. Ausgestattet mit total 4 Breitband – Magnetostaten mit gedruckter Schwingspule ( in der Soundbar ) und einem semi-aktiven kabelverbundenen Subwoofer erweitern Sie Ihr TV Gerät mit einer überragenden Klangwiedergabe für das gesamte Spektrum. Erleben Sie mit der Surround Sound Funktion und total mehr als 200 Watt Leistung raumfüllenden Kinosound hautnah.</body> [SEP] "	225
1 9 7 1 7 7 3   S C - H C   3 9   D B E W S   S I L B E R[SEP]Klarer und dynamischer Sound gepaart mit elegantem DesignDas SC-HC39DB bietet mit seinem LincsD-Amp Digitalverstärker und klangverbesserden Technologien eine Beeindruckende Klangqualität in einem schlanken Gehäuse.Dank CD Spieler, USB Schnittstell, FM Tuner und Digitalradio genießen Sie eine große Medienvielfalt und einfachen Zugriff auf Ihre Lieblingsmusik. [SEP] 	788
2 0 1 5 8 9 9   S C D   7 5 0 5   S W[SEP]CD-MP3 Boombox mit UKW/UKW-ST Radio und USB [SEP] 	307
1 9 9 1 3 3 9   A H - M M   2 0 0   W T E M   W E I S S[SEP]<header>Hochwertiger mobiler On Ear-Kopfhörer</header><body>Das in Schwarz oder Weiß lieferbare On Ear-Modell AH-MM200 verfügt über kräftige 30-mm-Treiber, die eine dreilagige Membran für einen breiten Frequenzbereich und beste Dynamik-Eigenschaften besitzen. Zusammen mit den Neodym-Magneten sorgt diese Konstruktion für ein erstklassiges Hörerlebnis.</body><header></header><header>Keramikähnliche glasfaserverstärkte ellipsoide Hörermuscheln</header><body>Die sehr bequemen Hörermuscheln sind aus einem hochwertigenglasfaserverstärkten Kunststoff mit geringem Gewicht bei gleichzeitighoher Steifigkeit ausgestattet, um Verzerrungen zu verhindern.Die keramikähnliche Beschichtung sorgt zudem für einenmodernen eleganten Look und ein hohes Maß an Kratzfestigkeit.</body><header>Dreilagige 30mm-Membran mit Neodym-Magneten</header><body>Der AH-MM200 verfügt über 30 mm-Treiber mit unseren exklusiven dreilagigen Membranen und Neodym-Magneten. Zusammen mit der Music Maniac-Soundabstimmung sorgt dies für ein besonders natürliches Klangbild.</body> [SEP] 	314
1 2 7 2 2 5 4   R C D   1 0 2   B B   0 7   B A R B I E   C D   B O O M B O X   R A D I O[SEP]AM/FM Radio. Top-Loader CD-Player. 2 Lautsprecher mit je 0.8 Watt. AUX-IN Anschluss. [SEP] 	310
1 9 9 4 3 6 8   I H P   1 4 0 0   O L   O L I V E[SEP]<body>Design-Kopfhörer - Hoher Tragekomfort - Kabel mit Textilmantel - Vergoldeter 3.5mm Stecker - Gummiertes Gehäuse</body> [SEP] 	314
1 4 8 8 6 8 5   C Y G C Y 0 2 7 6 C A R O C   S P O R T C A S E   W A T C H B A N D   B L A C K   C A N V A S[SEP]<body>Das Cygnett WatchBand macht aus Ihrem iPod nano eine Armbanduhr. Mit diesem tollen Case können Sie ihren iPod immer ganz praktisch am Handgelenk tragen.</body> [SEP] 	291
2 0 1 2 6 8 1   M V H   1 8 0   U B G[SEP]Autoradio mit RDS, USB und Aux-Eingang, unterstützt FLAC-Dateien (1-DIN) [SEP] Mehr Power für unterwegs. Holen Sie sich 4 x 50 Watt reiner MOSFET-Leistung und hervorragenden Klang ins Auto. Und wenn das nicht reicht, lässt sich über den Cinch-Ausgang an der Rückseite noch ein zusätzlicher Verstärker für weitere Lautsprecher oder ein Aktiv-Subwoofer anschließen. [SEP] 	331
2 0 2 9 9 7 8   X - H M   1 5   K   S C H W A R Z[SEP]	788
1 9 7 3 9 9 1   B E O P L A Y   H 6   G R A P H I T E   B L U S H[SEP]H6Die Over-Ear-Kopfhörer BeoPlay H6 sorgen für eine authentische Klangleistung, die sich durch saubere Mitten sowie ausgewogene Bässe und Höhen auszeichnet. Diese außergewöhnliche Audioqualität ist auf 40 mm große Treiber und kräftige Neodym-Magnete zurückzuführen, die so gestaltet sind, um eine optimale und ausgewogene Klangleistung zu liefern. Der geschlossene Kopfhörer verfügt innen außerdem über eine Bassöffnung, wodurch eine ausgewogene Bassleistung erzielt werden soll.Optimaler Klang und ausgezeichnete PassformUm das perfekte Klangerlebnis zu ermöglichen, führte B&O PLAY umfassende Studien zu Form und Gestaltung des menschlichen Ohrs durch, um die geeignete Form zu ermitteln, bei der der Ton aus den Kopfhörern selbst in der Umgebung kaum zu hören ist und jedes feine Detail der Musik unabhängig von der Lautstärke klar hörbar ist.Hochwertige MaterialienDie Hauptteile des Kopfhörers sind aus eloxiertem Aluminium gefertigt. Damit ist der BeoPlay H6 nicht nur außergewöhnlich leicht, sondern auch besonders robust und kratzfest. Sogar der verstellbare Gleitbügel und die Abdeckung sind mit eloxiertem Aluminium ausgestattet, um das Design mit einem letzten eleganten Schliff zu vervollkommnen.Ausdruck exzellenten IndustriedesignsDie Kopfhörer BeoPlay H6 wurden von dem dänischen Designer Jakob Wagner in Zusammenarbeit mit B&O PLAY gestaltet. Aufgrund seines beruflichen Werdegangs als Ingenieur und später als Industriedesigner war es ihm möglich, bei allen Praxisphasen im Designprozess mitzuwirken.<header></header> [SEP] <header>H6</header><body>Die Over-Ear-Kopfhörer BeoPlay H6 sorgen für eine authentische Klangleistung, die sich durch saubere Mitten sowie ausgewogene Bässe und Höhen auszeichnet. Diese außergewöhnliche Audioqualität ist auf 40 mm große Treiber und kräftige Neodym-Magnete zurückzuführen, die so gestaltet sind, um eine optimale und ausgewogene Klangleistung zu liefern. Der geschlossene Kopfhörer verfügt innen außerdem über eine Bassöffnung, wodurch eine ausgewogene Bassleistung erzielt werden soll.</body><body>Optimaler Klang und ausgezeichnete Passform</body><body>Um das perfekte Klangerlebnis zu ermöglichen, führte B&O PLAY umfassende Studien zu Form und Gestaltung des menschlichen Ohrs durch, um die geeignete Form zu ermitteln, bei der der Ton aus den Kopfhörern selbst in der Umgebung kaum zu hören ist und jedes feine Detail der Musik unabhängig von der Lautstärke klar hörbar ist.</body><body>Hochwertige Materialien</body><body>Die Hauptteile des Kopfhörers sind aus eloxiertem Aluminium gefertigt. Damit ist der BeoPlay H6 nicht nur außergewöhnlich leicht, sondern auch besonders robust und kratzfest. Sogar der verstellbare Gleitbügel und die Abdeckung sind mit eloxiertem Aluminium ausgestattet, um das Design mit einem letzten eleganten Schliff zu vervollkommnen.</body><body>Ausdruck exzellenten Industriedesigns</body><body>Die Kopfhörer BeoPlay H6 wurden von dem dänischen Designer Jakob Wagner in Zusammenarbeit mit B&O PLAY gestaltet. Aufgrund seines beruflichen Werdegangs als Ingenieur und später als Industriedesigner war es ihm möglich, bei allen Praxisphasen im Designprozess mitzuwirken.</body> [SEP] 	314
1 9 7 1 6 6 5   1 3 7 4 0 1   H E A D S E T   V I V O   P I N K[SEP]Stylisches, farbiges Headset (3,5-mm-Klinke, universell) zum Telefonieren und Musik hören unterwegs. Silikon-Ohrpolster in verschiedenen Größen für einen komfortablen Sitz. Ideal auch für MP3-Player. Mikrofon im Kabel integriert. Gesprächsmanagement-Funktionen, sofern vom Telefon unterstützt (Annehmen/Beenden von Gesprächen, Sprachwahl-Aktivierung). [SEP] 	315
1 0 2 9 7 8 0   0 3 3 8 3 5   C D   W A L L E T   N Y L O N   2 0 8 , S C H W .[SEP]Highlights- Tasche zur Archivierung von CDs/DVDs/Blu-rays- Hochwertig verarbeitete, antistatische Sleeves- Inkl. Tragegurt- Mit Schaumstoffpolsterung für maximalen Schutz beim Transport [SEP] <header>Highlights</header><body>- Tasche zur Archivierung von CDs/DVDs/Blu-rays</body><body>- Hochwertig verarbeitete, antistatische Sleeves</body><body>- Inkl. Tragegurt</body><body>- Mit Schaumstoffpolsterung für maximalen Schutz beim Transport</body> [SEP] 	295
1 9 6 3 6 9 4   S H A D O W   S H A D O W   2 0 3   P I A N O   W E I S S   1 P A A R[SEP]Auch die 2-Wege Bassreflex-Konstruktion des Shadow 203 Regallautsprechers ist mit dem 170 mm FE-Dynamics Tiefmitteltöner und der neu entwickelten 30 mm fmax-Hochtonkalotte der Shadow Standlautsprecher ausgestattet. Das kraftvolle Fundament wird vom Hochtöner mit besonders breiter Sicke, abstrahloptimierter Schallführung und kräftigem Ferritantrieb für exzellente Dynamik, fachgerecht unterstützt. Die Klippel-optimierte Gesamtkonstruktion schafft einen exzellenten Kompromiss zwischen Klangperformance und Wirkungsgrad, die Shadow 203 entfalten also auch mit kleineren Verstärkern eine hervorragende akustische Qualität. [SEP] <body>Auch die 2-Wege Bassreflex-Konstruktion des Shadow 203 Regallautsprechers ist mit dem 170 mm FE-Dynamics Tiefmitteltöner und der neu entwickelten 30 mm fmax-Hochtonkalotte der Shadow Standlautsprecher ausgestattet. Das kraftvolle Fundament wird vom Hochtöner mit besonders breiter Sicke, abstrahloptimierter Schallführung und kräftigem Ferritantrieb für exzellente Dynamik, fachgerecht unterstützt. Die Klippel-optimierte Gesamtkonstruktion schafft einen exzellenten Kompromiss zwischen Klangperformance und Wirkungsgrad, die Shadow 203 entfalten also auch mit kleineren Verstärkern eine hervorragende akustische Qualität.</body> [SEP] 	261
1 8 5 8 2 2 9   A V R - X   2 1 0 0   W   B K E 2   S C H W A R Z[SEP]Der 7.2-Kanal-Netzwerk-Receiver AVR-X2100W ist mit Technologien der AV-Spitzenmodelle von Denon ausgestattet und gewährleistet so ein hervorragendes Preis-Leistungsverhältnis. Sieben Kanäle mit je 150 Watt und die jahrelange Erfahrung der Audio-Ingenieure in der Entwicklung von Verstärkern sorgen für kraftvollen, kontrollierten und besonders detaillierten Sound. Neben der hochwertigen Klangqualität warten die AV-Receiver der diesjährigen X-Serie mit zahlreichen Anschlussmöglichkeiten auf. Schon das Einstiegsmodell ist mit Bluetooth sowie integriertem WLAN für eine einfache Verbindung mit dem Heimnetzwerk ausgestattet. Einmal angeschlossen bietet der AVR-X2100W nahezu unbegrenzte Optionen bei der Auswahl der Musikquellen und Wiedergabeformate. Benutzer können eigene Musik von Apple iDevices bequem über AirPlay streamen oder auf Musikbibliotheken auf DLNA-kompatiblen Geräten wie NAS-Geräten (Network Attached Storage) zugreifen. Dabei werden neben MP3, WMA und AAC auch verlustfreie Formate wie ALAC bis zu 24 Bit/96 kHz sowie WAV, AIFF und FLAC bis zu 24 Bit/192 kHz mit Gapless Playback (lückenlose Wiedergabe) unterstützt. Auch die in audiophilen Kreisen beliebten DSD-Dateien werden via Netzwerk von kompatiblen Medienservern in bester Qualität wiedergegeben. Darüber hinaus stehen tausende von Internet-Radiosendern bereit sowie  das Musikangebot von Spotify über das neue Spotify Connect (sofern verfügbar, Abonnement erforderlich). Für optimalen Komfort können über den USB-Anschluss auf der Vorderseite sowohl USB-Speichergeräte als auch iDevices angeschlossen werden, um Musik wiederzugeben und die Mobilgeräte dabei aufzuladen. Zur Steuerung all dieser Funktionen steht die Denon Remote App für iOS, Android und Kindle Fire zur Verfügung. Für Videokomponenten gibt es insgesamt acht HDMI-Eingänge, über die mehrere HDMI-Quellgeräte an den AVR-X2100W angeschlossen werden können. Ein HDMI-Eingang befindet sich auf der Vorderseite des Geräts. Außedem verfügt er über zwei HDMI-Ausgänge. Die Blu-Ray- und Gaming-Eingänge unterstützen 4K Ultra HD Signale mit bis zu 60 Hz und die hohe 4:4:4-Farbabtastung – eine Funktion der neuesten HDMI-Spezifikation. Und dies an allen HDMI-Schnittstellen – für ein einzigartiges Videoerlebnis. Zudem ist der  AVR-X2100W vollständig kompatibel mit 3D-Inhalten. Dank des optimierten Setup-Assistenten und der erweiterten grafischen Benutzeroberfläche lässt sich das Gerät mit seinen zahlreichen Funktionen von Einsteigern wie Heimkino-Profis problemlos einrichten.Ferner hat Denon den neuen Eco-Modus entwickelt. Dieser reduziert den Energieverbrauch des AVR und zeigt die Einsparungen über das Eco-Meter auf dem Display an. Im automatischen Eco-Modus wird je nach gewähltem Lautstärkepegel automatisch zwischen dem normalen Modus und dem Eco-Modus gewechselt. Dies bewirkt langfristig eine spürbare Reduzierung des Energieverbrauchs und damit der Kosten für den Kunden, insbesondere bei intensiver Nutzung.Außerdem wurde die Klangqualität durch die Audyssey-Audiotechnologien weiter optimiert. Während Audyssey Dynamic Volume eine Anpassung der Lautstärke in Echtzeit ermöglicht, verbessert Audyssey Dynamic EQ die Surround-Sound-Effekte des Systems bei geringer Lautstärke. Audyssey MultEQ XT kalibriert die Lautsprecher (einschließlich Subwoofer) automatisch entsprechend der Hörumgebung und den Eigenschaften der Lautsprecher.Mit seinen zahlreichen Ein- und Ausgängen sowie Bedienoptionen ist der AVR-X2100W eine äußerst vielseitige und funktionsstarke Heimkino-Zentrale. [SEP] 	252
2 0 5 6 2 5 1   1 3 7 0 1 2   A D I D A S   O V E R E A R   P A S V   U C T 3   B L A C K   1 3 7 0 1 2   A D I D A[SEP]Dieser High-Perfomance-Kopfhörer bietet dir ein völlig neues Klangerlebnis. [SEP] Der adidas Originals Over-Ear Kopfhörer ist das Ergebnis einer einzigartigen Zusammenarbeit zwischen Monster und adidas Originals, bei der beste Audio-Performance auf echte Street-Credibility trifft und so ein Sound-Erlebnis bietet, das dem Trefoil würdig ist. Seit mehr als 35 Jahren ist Monster führend auf dem Gebiet innovativer Audio-Technologien. Das Ergebnis ist Pure Monster Sound, eine Technologie, die das erste Mal die Wucht und die Dynamik einer Live-Performance auf einen Kopfhörer bringt. MusicShare duale Anschlüsse: mit den dualen Audio-Eingangsbuchsen der  adidas Originals by Monster Kopfhörer kannst du deinen MusicShare Kopfhörer verbinden und das Audio-Erlebnis teilen. Stöpsele sie ein und erlebe Musik und Filme mit deinen Freunden. Pure Monster Sound: Mit diesem über dem Ohr getragenen Kopfhörer musst du dich nicht zwischen tiefen Bässen und kristallklaren Details entscheiden. adidas Originals by Monster Kopfhörer sind auf Live-Musik-Performances eingestellt – als ob du in der ersten Reihe wärst. Für einen aktiven Lebensstil; lässt sich zum Transport leicht zusammenklappen; stylische Tasche zum Verstauen. Kissenweiche, überragende Lärmisolierung [SEP] 	314
1 9 6 2 0 4 9   1 3 7 4 1 2   H E A D S E T   H K 3 0 4 2[SEP]Highlights- In-Ear-Kopfhörer für komfortables Telefonieren bei der Arbeit oder im Auto- Passive Geräuschunterdrückung zur Abschirmung von Außengeräuschen- Vergoldeter Stecker mit geringen Übergangswiderständen für eine sichere Signalübertragung- Silikon-Ohrpolster in verschiedenen Größen für einen komfortablen Sitz- Integrierte Telefonfunktion mit Rufannahme und Mikrofon für Smartphones (3,5-mm-Klinke, universell)- Gesprächsmanagement-Funktionen, sofern vom Telefon unterstützt (Annehmen/Beenden von Gesprächen, Sprachwahl-Aktivierung)- Remotefunktionen Play/Pause/Titel vor/Titel zurück, sofern vom Telefon unterstützt- Mikrofon im Kabel integriert [SEP] <header>Highlights</header><body>- In-Ear-Kopfhörer für komfortables Telefonieren bei der Arbeit oder im Auto</body><body>- Passive Geräuschunterdrückung zur Abschirmung von Außengeräuschen</body><body>- Vergoldeter Stecker mit geringen Übergangswiderständen für eine sichere Signalübertragung</body><body>- Silikon-Ohrpolster in verschiedenen Größen für einen komfortablen Sitz</body><body>- Integrierte Telefonfunktion mit Rufannahme und Mikrofon für Smartphones (3,5-mm-Klinke, universell)</body><body>- Gesprächsmanagement-Funktionen, sofern vom Telefon unterstützt (Annehmen/Beenden von Gesprächen, Sprachwahl-Aktivierung)</body><body>- Remotefunktionen Play/Pause/Titel vor/Titel zurück, sofern vom Telefon unterstützt</body><body>- Mikrofon im Kabel integriert</body> [SEP] 	315
1 9 7 3 3 2 1   B T   5 5   B L A U / W E I S S[SEP]tragbarer Stereo Bluetooth Lautsprecher mit UKW Radio (10 Watt, MP3 Link, USB für MP3, USB Lader, Lithium Ionen Akku)  [SEP] <header>Boombox mal anders: Tragbarer 2.1 Stereo Bluetooth Lautsprecher mit UKW Radio</header><body>Bluetooth hat sich in den letzten Jahren als Standard für die drahtlose Übertragung von Daten etabliert. Die deutsche Traditionsmarke BLAUPUNKT nutzt ihre jahrzehntelange Erfahrung und Kompetenz im Bau von hochwertigen Lautsprechersystemen und verbindet diese mit den neuen Technologien des 21. Jahrhunderts. Das Ergebnis sind innovative Produkte in hoher technologischer Qualität, an denen Sie lange Freude haben werden.</body><header>Verbindung von Klang und Design - Sehr guter Sound und großartiges Design:</header><body>Der BT 55e ist das optimale Gerät für ihre drahtlose Musikwiedergabe. Genießen Sie Musik ohne chaotischen Kabelsalat, hören Sie Ihre Lieblingsmusik von Ihrem Mobiltelefon, Tablet-PC oder Notebook. Der BT 55e wird Ihr ständiger Begleiter. Im Winter nutzen Sie ihn als Küchenradio oder fürs Bad oder Kinderzimmer. Im Sommer begleitet er Sie in den Garten, zum Picknick, in den Urlaub.</body><body>Der eingebaute Lithium-Ionen Akku sorgt dabei für lange Spielzeiten. Dank USB Ladefunktion können Sie den Blaupunkt Lautsprecher als Ladestation für Ihr Handy nutzen. Flexible Anschlüsse und UKW Radio.</body><header>Nie mehr Kabelsalat</header><body>Nahezu alle gängigen Handys und Smartphones haben eine Bluetooth-Funktion. Laden Sie Ihre Musiksammlung auf Ihr Handy und verbinden Sie es über Bluetooth mit dem BT 55e– Kabelgewirr oder das ewige Suchen nach dem richtigen Adapter war gestern!</body><header></header><header>MP3 Link / USB Anschluss</header><body>Natürlich können Sie an den BT 55e auch Ihren MP3-Player oder einen USB Stick anschließen.</body><header>PLL UKW Radio</header><body>Der BT 55e von BLAUPUNKT ist auch als digitales UKW Radio nutzbar.</body> [SEP] 	307
1 3 2 7 4 3 3   R - S   5 0 0   S I L B E R[SEP]	255
